Membership_Id,Check_In_Date,Check_In_Time,Check_Out_Time
"D8FT1","2017-01-20 00:00:00,000","1030","1034"
"D8FT1","2017-02-10 00:00:00,000","542","1003"
"D8FT1","2017-09-17 00:00:00,000","20","284"
"D8FT1","2018-04-23 00:00:00,000","1063","1154"
"D8FT1","2017-02-25 00:00:00,000","177","470"
"0U51D","2017-03-09 00:00:00,000","593","938"
"0U51D","2018-02-24 00:00:00,000","678","1036"
"0U51D","2017-05-31 00:00:00,000","559","608"
"0U51D","2017-03-06 00:00:00,000","457","719"
"0U51D","2018-05-01 00:00:00,000","88","218"
"355UU","2018-04-18 00:00:00,000","964","979"
"355UU","2017-01-02 00:00:00,000","749","813"
"355UU","2017-05-13 00:00:00,000","1031","1177"
"355UU","2018-03-30 00:00:00,000","767","1138"
"V5260","2018-04-26 00:00:00,000","1088","1175"
"V5260","2017-08-04 00:00:00,000","55","1098"
"V5260","2018-01-23 00:00:00,000","220","865"
"V5260","2017-09-08 00:00:00,000","491","807"
"V5260","2018-02-28 00:00:00,000","673","750"
"V5260","2017-03-27 00:00:00,000","673","785"
"V5260","2017-07-05 00:00:00,000","208","941"
"V5260","2017-06-06 00:00:00,000","557","650"
"6K7I8","2017-03-28 00:00:00,000","541","854"
"6K7I8","2018-04-29 00:00:00,000","74","1032"
"6K7I8","2017-05-30 00:00:00,000","1088","1184"
"6K7I8","2017-09-26 00:00:00,000","982","1102"
"6K7I8","2017-01-10 00:00:00,000","1038","1110"
"6K7I8","2017-11-25 00:00:00,000","957","1160"
"6K7I8","2017-04-27 00:00:00,000","177","445"
"6K7I8","2017-02-20 00:00:00,000","501","1067"
"6K7I8","2017-06-30 00:00:00,000","407","1160"
"6K7I8","2017-10-06 00:00:00,000","818","1077"
"6K7I8","2018-04-11 00:00:00,000","612","903"
"KE0FH","2018-02-09 00:00:00,000","138","671"
"KE0FH","2017-09-02 00:00:00,000","848","876"
"KE0FH","2017-02-04 00:00:00,000","1110","1160"
"KE0FH","2017-08-23 00:00:00,000","461","475"
"KE0FH","2017-06-06 00:00:00,000","719","923"
"KE0FH","2017-02-20 00:00:00,000","563","818"
"KE0FH","2017-01-07 00:00:00,000","645","1107"
"KE0FH","2017-01-28 00:00:00,000","784","1108"
"KE0FH","2017-08-30 00:00:00,000","701","1189"
"KE0FH","2017-12-03 00:00:00,000","497","1080"
"KE0FH","2018-01-01 00:00:00,000","552","878"
"KE0FH","2017-08-05 00:00:00,000","470","638"
"KE0FH","2017-03-29 00:00:00,000","858","878"
"KE0FH","2017-08-02 00:00:00,000","1020","1060"
"KE0FH","2017-11-04 00:00:00,000","737","831"
"KE0FH","2017-01-01 00:00:00,000","375","447"
"KE0FH","2017-02-04 00:00:00,000","198","218"
"KE0FH","2018-04-18 00:00:00,000","1001","1013"
"KE0FH","2018-03-20 00:00:00,000","1059","1076"
"KE0FH","2017-08-24 00:00:00,000","250","787"
"KE0FH","2018-01-23 00:00:00,000","678","808"
"KE0FH","2017-03-06 00:00:00,000","614","914"
"133ED","2018-03-03 00:00:00,000","482","814"
"133ED","2018-04-05 00:00:00,000","23","537"
"133ED","2017-03-17 00:00:00,000","1170","1196"
"133ED","2017-10-15 00:00:00,000","367","794"
"133ED","2018-04-22 00:00:00,000","86","787"
"133ED","2017-09-14 00:00:00,000","1121","1159"
"133ED","2018-04-16 00:00:00,000","666","755"
"133ED","2017-03-07 00:00:00,000","1102","1166"
"133ED","2017-06-11 00:00:00,000","490","591"
"133ED","2017-06-25 00:00:00,000","818","1150"
"133ED","2017-10-14 00:00:00,000","31","1135"
"133ED","2017-05-31 00:00:00,000","1093","1100"
"133ED","2018-01-14 00:00:00,000","640","761"
"133ED","2017-02-03 00:00:00,000","11","1127"
"133ED","2018-04-30 00:00:00,000","1197","1200"
"2B01Y","2017-04-11 00:00:00,000","89","920"
"2B01Y","2017-01-25 00:00:00,000","398","591"
"2B01Y","2017-11-08 00:00:00,000","77","523"
"2B01Y","2018-02-05 00:00:00,000","857","1107"
"2B01Y","2018-03-28 00:00:00,000","295","396"
"2B01Y","2017-07-19 00:00:00,000","1062","1098"
"2B01Y","2017-04-13 00:00:00,000","390","912"
"2B01Y","2017-04-09 00:00:00,000","53","532"
"2B01Y","2017-06-10 00:00:00,000","703","848"
"2B01Y","2017-08-24 00:00:00,000","1057","1129"
"2B01Y","2017-09-24 00:00:00,000","715","837"
"2B01Y","2017-09-18 00:00:00,000","606","981"
"2B01Y","2018-04-28 00:00:00,000","187","484"
"2B01Y","2018-03-12 00:00:00,000","1131","1131"
"2B01Y","2017-07-28 00:00:00,000","789","812"
"2B01Y","2017-03-31 00:00:00,000","862","1100"
"2B01Y","2017-06-11 00:00:00,000","797","930"
"8SJ77","2017-07-13 00:00:00,000","826","973"
"8SJ77","2017-05-09 00:00:00,000","1036","1175"
"8SJ77","2017-12-24 00:00:00,000","227","500"
"8SJ77","2017-06-07 00:00:00,000","687","729"
"8SJ77","2017-11-28 00:00:00,000","256","324"
"8SJ77","2017-06-17 00:00:00,000","1125","1189"
"8SJ77","2017-06-03 00:00:00,000","1087","1142"
"8SJ77","2017-02-28 00:00:00,000","1169","1172"
"8SJ77","2018-01-11 00:00:00,000","719","1003"
"8SJ77","2018-04-19 00:00:00,000","948","1197"
"8SJ77","2017-11-07 00:00:00,000","164","620"
"7I67C","2017-04-15 00:00:00,000","601","676"
"7I67C","2018-03-15 00:00:00,000","890","947"
"0F76P","2018-03-07 00:00:00,000","979","1011"
"0F76P","2018-02-11 00:00:00,000","62","988"
"0F76P","2017-10-07 00:00:00,000","710","737"
"0F76P","2017-05-26 00:00:00,000","232","1150"
"0F76P","2018-03-09 00:00:00,000","1055","1197"
"ZAB1A","2017-10-18 00:00:00,000","803","991"
"ZAB1A","2017-01-17 00:00:00,000","59","378"
"ZAB1A","2017-12-24 00:00:00,000","229","1132"
"ZAB1A","2017-11-05 00:00:00,000","720","776"
"ZAB1A","2017-01-27 00:00:00,000","459","798"
"ZAB1A","2017-07-30 00:00:00,000","81","212"
"ZAB1A","2017-04-03 00:00:00,000","4","12"
"ZAB1A","2018-03-19 00:00:00,000","44","61"
"ZAB1A","2017-05-24 00:00:00,000","641","763"
"ZAB1A","2017-09-24 00:00:00,000","1079","1137"
"ZAB1A","2018-04-28 00:00:00,000","1050","1157"
"ZAB1A","2017-03-21 00:00:00,000","318","734"
"W5YVL","2017-01-20 00:00:00,000","855","1124"
"W5YVL","2017-09-07 00:00:00,000","113","802"
"W5YVL","2018-04-27 00:00:00,000","502","1033"
"ITWMV","2017-02-22 00:00:00,000","171","563"
"ITWMV","2017-06-05 00:00:00,000","234","1081"
"ITWMV","2017-06-17 00:00:00,000","1163","1199"
"ITWMV","2017-01-13 00:00:00,000","546","926"
"ITWMV","2017-01-07 00:00:00,000","212","447"
"ITWMV","2017-04-10 00:00:00,000","141","231"
"ITWMV","2017-09-07 00:00:00,000","1072","1142"
"ITWMV","2017-04-13 00:00:00,000","556","848"
"ITWMV","2017-07-03 00:00:00,000","926","1117"
"ITWMV","2017-11-09 00:00:00,000","1176","1188"
"ITWMV","2018-01-27 00:00:00,000","795","907"
"ITWMV","2017-07-11 00:00:00,000","1191","1199"
"ITWMV","2017-03-28 00:00:00,000","1177","1193"
"ITWMV","2017-10-19 00:00:00,000","636","1086"
"ITWMV","2017-10-14 00:00:00,000","449","998"
"ITWMV","2017-02-16 00:00:00,000","447","531"
"ITWMV","2018-01-31 00:00:00,000","960","976"
"ITWMV","2017-06-14 00:00:00,000","222","1193"
"ITWMV","2017-01-08 00:00:00,000","1085","1116"
"ITWMV","2018-03-02 00:00:00,000","649","744"
"ITWMV","2018-04-01 00:00:00,000","937","1116"
"ITWMV","2017-12-30 00:00:00,000","704","746"
"ITWMV","2017-08-17 00:00:00,000","21","1048"
"ITWMV","2018-03-30 00:00:00,000","718","915"
"ITWMV","2017-08-16 00:00:00,000","454","1181"
"44VO2","2017-11-19 00:00:00,000","411","727"
"44VO2","2018-01-25 00:00:00,000","479","591"
"44VO2","2017-10-30 00:00:00,000","98","384"
"44VO2","2017-06-12 00:00:00,000","826","870"
"44VO2","2017-03-30 00:00:00,000","462","924"
"44VO2","2017-07-25 00:00:00,000","683","978"
"44VO2","2017-10-26 00:00:00,000","1160","1170"
"44VO2","2017-03-20 00:00:00,000","508","886"
"44VO2","2017-04-29 00:00:00,000","626","639"
"44VO2","2017-07-11 00:00:00,000","881","965"
"07QP3","2017-05-17 00:00:00,000","401","598"
"D2KY6","2018-01-05 00:00:00,000","769","804"
"D2KY6","2017-12-09 00:00:00,000","266","1105"
"D2KY6","2017-11-20 00:00:00,000","797","803"
"D2KY6","2017-05-18 00:00:00,000","1194","1199"
"D2KY6","2018-01-15 00:00:00,000","746","836"
"D2KY6","2017-08-05 00:00:00,000","288","466"
"D2KY6","2017-05-15 00:00:00,000","463","1148"
"D2KY6","2017-07-27 00:00:00,000","226","643"
"D2KY6","2018-01-23 00:00:00,000","707","1038"
"D2KY6","2017-02-21 00:00:00,000","78","186"
"D2KY6","2018-04-21 00:00:00,000","769","1134"
"D2KY6","2017-06-29 00:00:00,000","769","1173"
"D2KY6","2017-06-04 00:00:00,000","1153","1190"
"D2KY6","2017-11-07 00:00:00,000","623","924"
"5O6SK","2018-03-25 00:00:00,000","785","1179"
"NJ876","2018-04-25 00:00:00,000","553","1052"
"NJ876","2017-03-25 00:00:00,000","635","1033"
"NJ876","2017-03-15 00:00:00,000","670","753"
"NJ876","2017-03-14 00:00:00,000","708","1023"
"NJ876","2018-03-30 00:00:00,000","410","533"
"NJ876","2017-08-06 00:00:00,000","975","1058"
"NJ876","2017-10-03 00:00:00,000","175","356"
"NJ876","2018-03-18 00:00:00,000","797","1129"
"NJ876","2017-01-24 00:00:00,000","382","716"
"NJ876","2017-11-20 00:00:00,000","226","282"
"NJ876","2017-10-12 00:00:00,000","1007","1058"
"NJ876","2017-05-21 00:00:00,000","1175","1187"
"NJ876","2017-07-20 00:00:00,000","264","1136"
"NJ876","2017-11-22 00:00:00,000","217","759"
"NJ876","2018-02-22 00:00:00,000","865","900"
"NJ876","2017-06-27 00:00:00,000","302","1040"
"NJ876","2017-08-07 00:00:00,000","466","808"
"NJ876","2017-02-24 00:00:00,000","430","1150"
"NJ876","2017-03-03 00:00:00,000","464","1060"
"NJ876","2017-03-01 00:00:00,000","1112","1156"
"NJ876","2017-08-08 00:00:00,000","391","841"
"7788A","2018-02-12 00:00:00,000","675","881"
"7788A","2017-12-14 00:00:00,000","233","772"
"7788A","2018-02-08 00:00:00,000","1118","1145"
"7788A","2017-07-04 00:00:00,000","890","910"
"7788A","2017-05-23 00:00:00,000","312","788"
"7788A","2017-06-18 00:00:00,000","1126","1170"
"7788A","2018-01-18 00:00:00,000","1173","1174"
"7788A","2017-12-12 00:00:00,000","756","1195"
"7788A","2017-03-09 00:00:00,000","554","1171"
"7788A","2017-06-27 00:00:00,000","220","730"
"7788A","2017-08-20 00:00:00,000","1016","1151"
"7788A","2018-01-16 00:00:00,000","1193","1193"
"7788A","2017-06-15 00:00:00,000","300","591"
"7788A","2017-11-22 00:00:00,000","230","1073"
"7788A","2017-05-10 00:00:00,000","474","966"
"7788A","2017-08-08 00:00:00,000","760","990"
"7788A","2017-05-20 00:00:00,000","993","1194"
"7788A","2017-03-06 00:00:00,000","453","510"
"7788A","2017-06-19 00:00:00,000","180","195"
"7788A","2018-03-15 00:00:00,000","121","738"
"7788A","2017-05-28 00:00:00,000","393","912"
"7788A","2017-02-05 00:00:00,000","896","911"
"7788A","2017-07-12 00:00:00,000","238","1074"
"7788A","2017-10-14 00:00:00,000","330","865"
"7788A","2018-01-06 00:00:00,000","443","1018"
"7788A","2017-11-26 00:00:00,000","596","671"
"7788A","2018-04-19 00:00:00,000","575","632"
"7788A","2018-05-01 00:00:00,000","532","705"
"7788A","2017-05-13 00:00:00,000","248","995"
"GKZV7","2017-05-29 00:00:00,000","181","1127"
"GKZV7","2017-01-11 00:00:00,000","1188","1198"
"GKZV7","2017-08-16 00:00:00,000","274","365"
"GKZV7","2017-10-14 00:00:00,000","655","878"
"GKZV7","2017-03-22 00:00:00,000","254","604"
"GKZV7","2018-04-15 00:00:00,000","712","819"
"GKZV7","2017-10-08 00:00:00,000","390","422"
"GKZV7","2017-06-01 00:00:00,000","981","1181"
"PEL8G","2018-02-18 00:00:00,000","131","602"
"PEL8G","2017-08-14 00:00:00,000","634","960"
"T2JF2","2018-03-26 00:00:00,000","523","1163"
"T2JF2","2018-01-24 00:00:00,000","284","1074"
"T2JF2","2017-12-25 00:00:00,000","1193","1194"
"T2JF2","2018-04-10 00:00:00,000","967","999"
"T2JF2","2017-09-27 00:00:00,000","773","904"
"43N05","2017-04-26 00:00:00,000","105","320"
"43N05","2017-11-10 00:00:00,000","95","677"
"43N05","2017-01-27 00:00:00,000","436","756"
"43N05","2017-03-02 00:00:00,000","353","430"
"43N05","2017-08-30 00:00:00,000","1156","1179"
"43N05","2018-04-24 00:00:00,000","230","709"
"43N05","2017-05-24 00:00:00,000","333","1057"
"43N05","2018-01-22 00:00:00,000","867","1178"
"43N05","2017-06-03 00:00:00,000","636","870"
"43N05","2017-09-11 00:00:00,000","522","938"
"43N05","2017-04-05 00:00:00,000","464","694"
"43N05","2017-11-22 00:00:00,000","1005","1160"
"43N05","2017-06-12 00:00:00,000","796","1161"
"43N05","2018-04-06 00:00:00,000","529","599"
"43N05","2017-01-22 00:00:00,000","134","760"
"43N05","2018-03-29 00:00:00,000","773","1147"
"43N05","2017-08-01 00:00:00,000","321","1200"
"43N05","2017-12-18 00:00:00,000","982","1011"
"43N05","2017-04-02 00:00:00,000","1093","1167"
"43N05","2018-02-24 00:00:00,000","1059","1157"
"43N05","2017-04-27 00:00:00,000","322","749"
"43N05","2017-01-31 00:00:00,000","760","1161"
"43N05","2017-03-17 00:00:00,000","941","1092"
"43N05","2017-06-09 00:00:00,000","859","889"
"43N05","2017-02-25 00:00:00,000","724","1014"
"HI1Q5","2018-01-14 00:00:00,000","1045","1056"
"HI1Q5","2017-11-06 00:00:00,000","1079","1109"
"HI1Q5","2017-02-16 00:00:00,000","313","784"
"HI1Q5","2017-07-11 00:00:00,000","21","146"
"HI1Q5","2018-03-01 00:00:00,000","626","637"
"HI1Q5","2018-01-26 00:00:00,000","237","335"
"HI1Q5","2017-06-17 00:00:00,000","482","1158"
"HI1Q5","2017-08-13 00:00:00,000","892","981"
"HI1Q5","2017-10-25 00:00:00,000","103","1000"
"HI1Q5","2018-03-28 00:00:00,000","691","1106"
"HI1Q5","2017-03-18 00:00:00,000","835","1090"
"HI1Q5","2018-03-09 00:00:00,000","563","643"
"HI1Q5","2017-09-08 00:00:00,000","598","922"
"HI1Q5","2017-03-27 00:00:00,000","761","777"
"HI1Q5","2017-12-16 00:00:00,000","862","874"
"HI1Q5","2017-05-15 00:00:00,000","577","1080"
"HI1Q5","2017-01-18 00:00:00,000","179","569"
"JQ162","2018-01-30 00:00:00,000","1178","1195"
"JQ162","2017-10-03 00:00:00,000","374","1083"
"JQ162","2017-12-02 00:00:00,000","177","956"
"JQ162","2017-04-03 00:00:00,000","134","1032"
"JQ162","2017-01-20 00:00:00,000","310","368"
"JQ162","2018-01-25 00:00:00,000","618","656"
"JQ162","2018-01-18 00:00:00,000","1001","1130"
"JQ162","2018-01-16 00:00:00,000","1087","1135"
"JQ162","2017-02-03 00:00:00,000","674","978"
"JQ162","2018-04-28 00:00:00,000","865","1110"
"JQ162","2018-02-24 00:00:00,000","543","610"
"JQ162","2017-08-30 00:00:00,000","224","1075"
"JQ162","2017-05-28 00:00:00,000","374","519"
"JQ162","2017-12-04 00:00:00,000","791","1143"
"JQ162","2018-04-30 00:00:00,000","137","493"
"JQ162","2017-02-01 00:00:00,000","217","369"
"JQ162","2017-07-09 00:00:00,000","213","265"
"JQ162","2018-01-28 00:00:00,000","732","995"
"JQ162","2017-09-28 00:00:00,000","1134","1176"
"JQ162","2017-06-10 00:00:00,000","943","1092"
"JQ162","2017-03-03 00:00:00,000","1139","1172"
"JQ162","2018-02-12 00:00:00,000","893","935"
"402DQ","2017-05-04 00:00:00,000","443","724"
"402DQ","2017-12-10 00:00:00,000","437","567"
"402DQ","2017-08-10 00:00:00,000","852","1176"
"402DQ","2017-08-04 00:00:00,000","383","546"
"402DQ","2017-04-01 00:00:00,000","190","257"
"33378","2017-07-07 00:00:00,000","431","456"
"33378","2017-01-11 00:00:00,000","829","1110"
"33378","2017-11-03 00:00:00,000","927","979"
"33378","2018-03-10 00:00:00,000","364","378"
"33378","2017-04-15 00:00:00,000","36","388"
"33378","2017-12-17 00:00:00,000","723","761"
"33378","2017-10-20 00:00:00,000","673","894"
"33378","2017-02-09 00:00:00,000","903","944"
"33378","2017-09-22 00:00:00,000","391","1138"
"33378","2017-12-26 00:00:00,000","549","762"
"33378","2017-05-05 00:00:00,000","904","1114"
"33378","2017-05-20 00:00:00,000","758","798"
"33378","2018-02-14 00:00:00,000","647","786"
"33378","2017-02-20 00:00:00,000","436","527"
"1RSYJ","2017-01-08 00:00:00,000","15","219"
"1RSYJ","2017-06-19 00:00:00,000","1063","1063"
"1RSYJ","2017-03-18 00:00:00,000","123","1037"
"1RSYJ","2017-08-11 00:00:00,000","1012","1049"
"1RSYJ","2018-04-04 00:00:00,000","164","328"
"1RSYJ","2017-04-03 00:00:00,000","996","1122"
"1RSYJ","2017-05-31 00:00:00,000","638","698"
"31A6U","2017-05-06 00:00:00,000","993","1060"
"31A6U","2018-01-01 00:00:00,000","859","892"
"31A6U","2017-08-11 00:00:00,000","976","991"
"31A6U","2017-08-31 00:00:00,000","38","389"
"31A6U","2017-04-10 00:00:00,000","586","1087"
"31A6U","2017-02-25 00:00:00,000","1073","1133"
"31A6U","2018-03-14 00:00:00,000","398","1104"
"31A6U","2017-09-12 00:00:00,000","671","950"
"31A6U","2017-03-20 00:00:00,000","519","1186"
"31A6U","2017-01-04 00:00:00,000","276","1197"
"31A6U","2018-01-24 00:00:00,000","902","1162"
"31A6U","2017-09-27 00:00:00,000","15","825"
"31A6U","2018-02-13 00:00:00,000","12","953"
"31A6U","2018-02-27 00:00:00,000","1061","1098"
"31A6U","2017-09-26 00:00:00,000","242","459"
"31A6U","2018-04-08 00:00:00,000","1033","1089"
"31A6U","2017-11-27 00:00:00,000","63","731"
"31A6U","2018-01-31 00:00:00,000","757","1073"
"31A6U","2017-05-13 00:00:00,000","246","1145"
"31A6U","2017-03-13 00:00:00,000","120","1105"
"7BQKU","2017-01-15 00:00:00,000","508","1117"
"7BQKU","2017-03-03 00:00:00,000","1098","1109"
"7BQKU","2017-04-08 00:00:00,000","660","774"
"7BQKU","2018-03-04 00:00:00,000","303","519"
"7BQKU","2017-11-23 00:00:00,000","553","1013"
"7BQKU","2017-03-02 00:00:00,000","64","1182"
"7BQKU","2017-07-17 00:00:00,000","591","658"
"7BQKU","2017-07-30 00:00:00,000","929","1161"
"7BQKU","2017-10-04 00:00:00,000","801","947"
"7BQKU","2018-04-20 00:00:00,000","847","1144"
"7BQKU","2017-09-03 00:00:00,000","144","1165"
"7BQKU","2017-02-03 00:00:00,000","852","1035"
"7BQKU","2017-06-19 00:00:00,000","236","532"
"7BQKU","2017-12-07 00:00:00,000","904","1037"
"7BQKU","2017-08-10 00:00:00,000","188","762"
"7BQKU","2017-05-20 00:00:00,000","71","460"
"7BQKU","2017-07-20 00:00:00,000","1061","1079"
"7BQKU","2017-11-15 00:00:00,000","382","822"
"UK1F2","2017-06-26 00:00:00,000","788","1184"
"UK1F2","2018-04-12 00:00:00,000","225","450"
"UK1F2","2017-07-24 00:00:00,000","83","803"
"UK1F2","2017-03-09 00:00:00,000","877","1049"
"UK1F2","2018-02-12 00:00:00,000","382","859"
"UK1F2","2018-01-09 00:00:00,000","344","518"
"UK1F2","2017-11-22 00:00:00,000","115","722"
"UK1F2","2018-03-11 00:00:00,000","685","820"
"UK1F2","2017-11-17 00:00:00,000","201","536"
"UK1F2","2018-03-08 00:00:00,000","705","832"
"UK1F2","2018-01-22 00:00:00,000","643","759"
"UK1F2","2018-04-17 00:00:00,000","381","741"
"UK1F2","2017-05-25 00:00:00,000","380","831"
"UK1F2","2017-07-29 00:00:00,000","857","980"
"UK1F2","2017-09-08 00:00:00,000","1055","1199"
"UK1F2","2017-12-12 00:00:00,000","628","989"
"UK1F2","2018-02-26 00:00:00,000","296","917"
"UK1F2","2017-11-16 00:00:00,000","188","602"
"UK1F2","2018-01-25 00:00:00,000","9","465"
"UK1F2","2017-06-24 00:00:00,000","92","762"
"UK1F2","2018-04-24 00:00:00,000","441","952"
"UK1F2","2017-04-14 00:00:00,000","1076","1164"
"UK1F2","2017-12-11 00:00:00,000","988","1076"
"UK1F2","2018-03-17 00:00:00,000","411","830"
"UK1F2","2017-10-11 00:00:00,000","79","105"
"UK1F2","2017-06-13 00:00:00,000","871","911"
"UK1F2","2017-01-28 00:00:00,000","655","693"
"UK1F2","2017-08-28 00:00:00,000","419","758"
"UK1F2","2017-08-10 00:00:00,000","694","757"
"NB10J","2017-12-12 00:00:00,000","397","443"
"NB10J","2017-05-04 00:00:00,000","140","675"
"NB10J","2017-05-12 00:00:00,000","389","933"
"NB10J","2017-08-27 00:00:00,000","527","710"
"NB10J","2017-11-01 00:00:00,000","105","155"
"NB10J","2017-02-27 00:00:00,000","268","910"
"NB10J","2017-07-26 00:00:00,000","890","1157"
"NB10J","2018-03-12 00:00:00,000","534","614"
"NB10J","2017-01-23 00:00:00,000","54","262"
"NB10J","2017-02-18 00:00:00,000","328","541"
"NB10J","2017-11-02 00:00:00,000","43","192"
"NB10J","2017-05-07 00:00:00,000","949","1059"
"I827Y","2017-10-08 00:00:00,000","612","1158"
"I827Y","2017-01-02 00:00:00,000","270","469"
"I827Y","2018-02-24 00:00:00,000","401","801"
"I827Y","2018-04-29 00:00:00,000","125","460"
"I827Y","2017-11-01 00:00:00,000","382","860"
"I827Y","2018-01-29 00:00:00,000","957","967"
"I827Y","2018-03-02 00:00:00,000","1075","1185"
"I827Y","2017-11-04 00:00:00,000","767","995"
"I827Y","2017-02-01 00:00:00,000","1141","1169"
"I827Y","2018-04-13 00:00:00,000","329","972"
"I827Y","2018-02-04 00:00:00,000","812","878"
"I827Y","2017-07-06 00:00:00,000","607","944"
"I827Y","2017-02-09 00:00:00,000","502","740"
"I827Y","2017-03-28 00:00:00,000","373","633"
"I827Y","2017-04-05 00:00:00,000","645","821"
"I827Y","2017-04-06 00:00:00,000","498","1008"
"I827Y","2018-03-19 00:00:00,000","77","350"
"I827Y","2017-07-13 00:00:00,000","1009","1178"
"I827Y","2017-11-23 00:00:00,000","627","924"
"I827Y","2018-02-03 00:00:00,000","82","1087"
"I827Y","2017-05-06 00:00:00,000","763","920"
"I827Y","2017-09-26 00:00:00,000","1119","1176"
"I827Y","2017-08-16 00:00:00,000","148","732"
"O86WU","2018-04-06 00:00:00,000","508","1122"
"O86WU","2018-02-25 00:00:00,000","688","1085"
"O86WU","2017-05-25 00:00:00,000","72","567"
"O86WU","2017-08-08 00:00:00,000","1179","1200"
"O86WU","2018-04-01 00:00:00,000","433","796"
"O86WU","2017-05-26 00:00:00,000","132","269"
"30Y1F","2017-05-01 00:00:00,000","515","971"
"30Y1F","2018-02-01 00:00:00,000","736","976"
"30Y1F","2017-07-10 00:00:00,000","48","380"
"30Y1F","2018-04-08 00:00:00,000","38","903"
"30Y1F","2017-07-29 00:00:00,000","1066","1129"
"30Y1F","2017-11-12 00:00:00,000","1145","1188"
"30Y1F","2017-07-10 00:00:00,000","187","687"
"30Y1F","2018-03-10 00:00:00,000","396","601"
"30Y1F","2018-02-20 00:00:00,000","1089","1141"
"30Y1F","2017-06-18 00:00:00,000","914","964"
"30Y1F","2018-02-16 00:00:00,000","1101","1137"
"30Y1F","2017-09-09 00:00:00,000","691","957"
"8G0Z2","2017-02-16 00:00:00,000","1084","1153"
"8G0Z2","2017-09-14 00:00:00,000","738","1112"
"8G0Z2","2017-07-10 00:00:00,000","698","1087"
"8G0Z2","2017-10-31 00:00:00,000","373","880"
"8G0Z2","2017-12-24 00:00:00,000","1175","1192"
"8G0Z2","2017-02-21 00:00:00,000","799","971"
"8G0Z2","2017-07-07 00:00:00,000","88","971"
"8G0Z2","2017-04-03 00:00:00,000","493","942"
"8G0Z2","2017-11-08 00:00:00,000","1102","1167"
"8G0Z2","2017-08-16 00:00:00,000","629","685"
"OBU3O","2017-10-21 00:00:00,000","523","955"
"OBU3O","2017-08-12 00:00:00,000","622","1124"
"OBU3O","2017-04-15 00:00:00,000","805","818"
"OBU3O","2017-08-11 00:00:00,000","292","401"
"OBU3O","2018-03-29 00:00:00,000","593","898"
"OBU3O","2017-05-17 00:00:00,000","313","1079"
"OBU3O","2017-04-03 00:00:00,000","484","716"
"OBU3O","2018-04-07 00:00:00,000","699","1161"
"OBU3O","2017-03-15 00:00:00,000","260","1124"
"OBU3O","2017-05-09 00:00:00,000","581","968"
"OBU3O","2017-01-29 00:00:00,000","174","828"
"OBU3O","2017-04-06 00:00:00,000","1169","1196"
"OBU3O","2017-08-09 00:00:00,000","778","1190"
"OBU3O","2017-10-22 00:00:00,000","331","757"
"OBU3O","2017-06-19 00:00:00,000","684","1137"
"OBU3O","2018-01-26 00:00:00,000","1156","1167"
"OBU3O","2017-05-07 00:00:00,000","499","977"
"OBU3O","2017-11-19 00:00:00,000","327","448"
"OBU3O","2017-04-22 00:00:00,000","864","1149"
"I0UIP","2017-01-24 00:00:00,000","687","1011"
"I0UIP","2017-03-23 00:00:00,000","670","1184"
"I0UIP","2017-03-26 00:00:00,000","620","1131"
"I0UIP","2017-10-27 00:00:00,000","121","368"
"I0UIP","2017-04-24 00:00:00,000","1023","1145"
"I0UIP","2018-03-28 00:00:00,000","1091","1165"
"I0UIP","2018-03-12 00:00:00,000","107","1075"
"I0UIP","2018-01-26 00:00:00,000","746","1046"
"I0UIP","2017-01-25 00:00:00,000","331","1117"
"I0UIP","2017-10-24 00:00:00,000","564","1154"
"I0UIP","2017-05-26 00:00:00,000","993","1004"
"I0UIP","2017-03-04 00:00:00,000","735","1084"
"I0UIP","2017-07-27 00:00:00,000","880","1039"
"I0UIP","2017-12-03 00:00:00,000","891","983"
"I0UIP","2017-02-01 00:00:00,000","1143","1184"
"I0UIP","2017-10-07 00:00:00,000","95","167"
"I0UIP","2017-11-14 00:00:00,000","851","1149"
"I0UIP","2017-04-02 00:00:00,000","150","655"
"I0UIP","2017-09-06 00:00:00,000","1019","1186"
"I0UIP","2017-12-01 00:00:00,000","32","846"
"I0UIP","2017-09-14 00:00:00,000","107","949"
"I0UIP","2017-07-11 00:00:00,000","777","1086"
"I0UIP","2017-01-10 00:00:00,000","632","1144"
"I0UIP","2017-12-03 00:00:00,000","123","247"
"I0UIP","2018-01-23 00:00:00,000","128","789"
"I0UIP","2017-04-19 00:00:00,000","216","674"
"I0UIP","2017-06-21 00:00:00,000","235","413"
"I0UIP","2017-09-12 00:00:00,000","292","485"
"JY514","2017-02-21 00:00:00,000","776","1115"
"JY514","2017-02-09 00:00:00,000","592","597"
"JY514","2017-09-28 00:00:00,000","258","979"
"JY514","2018-03-30 00:00:00,000","1091","1102"
"JY514","2018-01-07 00:00:00,000","465","1024"
"JY514","2018-04-01 00:00:00,000","364","1087"
"JY514","2017-10-26 00:00:00,000","56","810"
"JY514","2017-06-30 00:00:00,000","204","947"
"JY514","2017-08-23 00:00:00,000","319","640"
"JY514","2017-10-26 00:00:00,000","1005","1127"
"JY514","2017-08-09 00:00:00,000","1088","1189"
"JY514","2017-07-26 00:00:00,000","589","832"
"JY514","2017-01-08 00:00:00,000","1048","1082"
"JY514","2017-03-10 00:00:00,000","4","1155"
